study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJNA252090	SAMN02849411	SRS640045	SRX589500	SRR1377057	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/007/SRR1377057/SRR1377057.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/007/SRR1377057/SRR1377057.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/007/SRR1377057	ftp.sra.ebi.ac.uk/vol1/srr/SRR137/007/SRR1377057		
PRJNA252090	SAMN02849412	SRS640044	SRX589495	SRR1377058	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/008/SRR1377058/SRR1377058.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/008/SRR1377058/SRR1377058.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/008/SRR1377058	ftp.sra.ebi.ac.uk/vol1/srr/SRR137/008/SRR1377058		
PRJNA252090	SAMN02849412	SRS640044	SRX589496	SRR1377059	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/009/SRR1377059/SRR1377059.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/009/SRR1377059/SRR1377059.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/009/SRR1377059	ftp.sra.ebi.ac.uk/vol1/srr/SRR137/009/SRR1377059		
PRJNA252090	SAMN02849412	SRS640044	SRX589497	SRR1377060	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/000/SRR1377060/SRR1377060.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/000/SRR1377060/SRR1377060.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/000/SRR1377060	ftp.sra.ebi.ac.uk/vol1/srr/SRR137/000/SRR1377060		
PRJNA252090	SAMN02849410	SRS640043	SRX589492	SRR1377061	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/001/SRR1377061/SRR1377061.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/001/SRR1377061/SRR1377061.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/001/SRR1377061	ftp.sra.ebi.ac.uk/vol1/srr/SRR137/001/SRR1377061		
PRJNA252090	SAMN02849410	SRS640043	SRX589493	SRR1377062	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/002/SRR1377062/SRR1377062.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/002/SRR1377062/SRR1377062.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/002/SRR1377062	ftp.sra.ebi.ac.uk/vol1/srr/SRR137/002/SRR1377062		
PRJNA252090	SAMN02849410	SRS640043	SRX589494	SRR1377063	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/003/SRR1377063/SRR1377063.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/003/SRR1377063/SRR1377063.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/003/SRR1377063	ftp.sra.ebi.ac.uk/vol1/srr/SRR137/003/SRR1377063		
PRJNA252090	SAMN02849408	SRS640042	SRX589489	SRR1377064	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/004/SRR1377064/SRR1377064.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/004/SRR1377064/SRR1377064.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/004/SRR1377064	ftp.sra.ebi.ac.uk/vol1/srr/SRR137/004/SRR1377064		
PRJNA252090	SAMN02849408	SRS640042	SRX589490	SRR1377065	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/005/SRR1377065/SRR1377065.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/005/SRR1377065/SRR1377065.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/005/SRR1377065	ftp.sra.ebi.ac.uk/vol1/srr/SRR137/005/SRR1377065		
PRJNA252090	SAMN02849408	SRS640042	SRX589491	SRR1377066	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/006/SRR1377066/SRR1377066.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/006/SRR1377066/SRR1377066.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/006/SRR1377066	ftp.sra.ebi.ac.uk/vol1/srr/SRR137/006/SRR1377066		
PRJNA252090	SAMN02849409	SRS640041	SRX589486	SRR1377067	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/007/SRR1377067/SRR1377067.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/007/SRR1377067/SRR1377067.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/007/SRR1377067	ftp.sra.ebi.ac.uk/vol1/srr/SRR137/007/SRR1377067		
PRJNA252090	SAMN02849409	SRS640041	SRX589487	SRR1377068	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/008/SRR1377068/SRR1377068.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/008/SRR1377068/SRR1377068.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/008/SRR1377068	ftp.sra.ebi.ac.uk/vol1/srr/SRR137/008/SRR1377068		
PRJNA252090	SAMN02849409	SRS640041	SRX589488	SRR1377069	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/009/SRR1377069/SRR1377069.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/009/SRR1377069/SRR1377069.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/009/SRR1377069	ftp.sra.ebi.ac.uk/vol1/srr/SRR137/009/SRR1377069		
PRJNA252090	SAMN02849405	SRS640040	SRX589483	SRR1377070	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/000/SRR1377070/SRR1377070.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/000/SRR1377070/SRR1377070.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/000/SRR1377070	ftp.sra.ebi.ac.uk/vol1/srr/SRR137/000/SRR1377070		
PRJNA252090	SAMN02849405	SRS640040	SRX589484	SRR1377071	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/001/SRR1377071/SRR1377071.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/001/SRR1377071/SRR1377071.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/001/SRR1377071	ftp.sra.ebi.ac.uk/vol1/srr/SRR137/001/SRR1377071		
PRJNA252090	SAMN02849405	SRS640040	SRX589485	SRR1377072	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/002/SRR1377072/SRR1377072.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/002/SRR1377072/SRR1377072.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/002/SRR1377072	ftp.sra.ebi.ac.uk/vol1/srr/SRR137/002/SRR1377072		
PRJNA252090	SAMN02849404	SRS640039	SRX589480	SRR1377073	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/003/SRR1377073/SRR1377073.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/003/SRR1377073/SRR1377073.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/003/SRR1377073	ftp.sra.ebi.ac.uk/vol1/srr/SRR137/003/SRR1377073		
PRJNA252090	SAMN02849404	SRS640039	SRX589481	SRR1377074	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/004/SRR1377074/SRR1377074.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/004/SRR1377074/SRR1377074.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/004/SRR1377074	ftp.sra.ebi.ac.uk/vol1/srr/SRR137/004/SRR1377074		
PRJNA252090	SAMN02849404	SRS640039	SRX589482	SRR1377075	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/005/SRR1377075/SRR1377075.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/005/SRR1377075/SRR1377075.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/005/SRR1377075	ftp.sra.ebi.ac.uk/vol1/srr/SRR137/005/SRR1377075		
PRJNA252090	SAMN02820978	SRS640036	SRX589477	SRR1377076	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/006/SRR1377076/SRR1377076.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/006/SRR1377076/SRR1377076.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/006/SRR1377076	ftp.sra.ebi.ac.uk/vol1/srr/SRR137/006/SRR1377076		
PRJNA252090	SAMN02820978	SRS640036	SRX589478	SRR1377077	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/007/SRR1377077/SRR1377077.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/007/SRR1377077/SRR1377077.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/007/SRR1377077	ftp.sra.ebi.ac.uk/vol1/srr/SRR137/007/SRR1377077		
PRJNA252090	SAMN02820978	SRS640036	SRX589479	SRR1377078	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/008/SRR1377078/SRR1377078.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/008/SRR1377078/SRR1377078.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/008/SRR1377078	ftp.sra.ebi.ac.uk/vol1/srr/SRR137/008/SRR1377078		
PRJNA252090	SAMN02820979	SRS640035	SRX589474	SRR1377079	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/009/SRR1377079/SRR1377079.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/009/SRR1377079/SRR1377079.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/009/SRR1377079	ftp.sra.ebi.ac.uk/vol1/srr/SRR137/009/SRR1377079		
PRJNA252090	SAMN02820979	SRS640035	SRX589475	SRR1377080	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/000/SRR1377080/SRR1377080.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/000/SRR1377080/SRR1377080.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/000/SRR1377080	ftp.sra.ebi.ac.uk/vol1/srr/SRR137/000/SRR1377080		
PRJNA252090	SAMN02820979	SRS640035	SRX589476	SRR1377081	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/001/SRR1377081/SRR1377081.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR137/001/SRR1377081/SRR1377081.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR137/001/SRR1377081	ftp.sra.ebi.ac.uk/vol1/srr/SRR137/001/SRR1377081		
PRJNA255840	SAMN02929380	SRS664703	SRX658552	SRR1523070	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/000/SRR1523070/SRR1523070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/000/SRR1523070/SRR1523070_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/000/SRR1523070/SRR1523070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/000/SRR1523070/SRR1523070_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR152/000/SRR1523070	ftp.sra.ebi.ac.uk/vol1/srr/SRR152/000/SRR1523070		
PRJNA255840	SAMN02929380	SRS664703	SRX1029320	SRR1523071	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/001/SRR1523071/SRR1523071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/001/SRR1523071/SRR1523071_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/001/SRR1523071/SRR1523071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/001/SRR1523071/SRR1523071_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR152/001/SRR1523071	ftp.sra.ebi.ac.uk/vol1/srr/SRR152/001/SRR1523071		
PRJNA255840	SAMN02929380	SRS664703	SRX1029321	SRR1523072	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/002/SRR1523072/SRR1523072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/002/SRR1523072/SRR1523072_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/002/SRR1523072/SRR1523072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/002/SRR1523072/SRR1523072_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR152/002/SRR1523072	ftp.sra.ebi.ac.uk/vol1/srr/SRR152/002/SRR1523072		
PRJNA255840	SAMN02929380	SRS664703	SRX1029322	SRR1523075	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/005/SRR1523075/SRR1523075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/005/SRR1523075/SRR1523075_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/005/SRR1523075/SRR1523075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/005/SRR1523075/SRR1523075_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR152/005/SRR1523075	ftp.sra.ebi.ac.uk/vol1/srr/SRR152/005/SRR1523075		
PRJNA255840	SAMN02929380	SRS664703	SRX1029323	SRR1523077	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/007/SRR1523077/SRR1523077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/007/SRR1523077/SRR1523077_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/007/SRR1523077/SRR1523077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/007/SRR1523077/SRR1523077_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR152/007/SRR1523077	ftp.sra.ebi.ac.uk/vol1/srr/SRR152/007/SRR1523077		
PRJNA255840	SAMN02929380	SRS664703	SRX1029324	SRR1523078	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/008/SRR1523078/SRR1523078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/008/SRR1523078/SRR1523078_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/008/SRR1523078/SRR1523078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/008/SRR1523078/SRR1523078_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR152/008/SRR1523078	ftp.sra.ebi.ac.uk/vol1/srr/SRR152/008/SRR1523078		
PRJNA284173	SAMN02929380	SRS664703	SRX1029319	SRR1536246	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/006/SRR1536246/SRR1536246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/006/SRR1536246/SRR1536246_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/006/SRR1536246/SRR1536246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/006/SRR1536246/SRR1536246_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR153/006/SRR1536246	ftp.sra.ebi.ac.uk/vol1/srr/SRR153/006/SRR1536246		
PRJNA284173	SAMN02929380	SRS664703	SRX1031274	SRR1536247	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/007/SRR1536247/SRR1536247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/007/SRR1536247/SRR1536247_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/007/SRR1536247/SRR1536247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/007/SRR1536247/SRR1536247_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR153/007/SRR1536247	ftp.sra.ebi.ac.uk/vol1/srr/SRR153/007/SRR1536247		
PRJNA269201	SAMN03252486	SRS779873	SRX818647	SRR1726469	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/009/SRR1726469/SRR1726469.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/009/SRR1726469/SRR1726469.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/009/SRR1726469	ftp.sra.ebi.ac.uk/vol1/srr/SRR172/009/SRR1726469		
PRJNA269201	SAMN03252486	SRS779873	SRX818648	SRR1726470	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/000/SRR1726470/SRR1726470.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/000/SRR1726470/SRR1726470.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/000/SRR1726470	ftp.sra.ebi.ac.uk/vol1/srr/SRR172/000/SRR1726470		
PRJNA269201	SAMN03252486	SRS779873	SRX818649	SRR1726471	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/001/SRR1726471/SRR1726471.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/001/SRR1726471/SRR1726471.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/001/SRR1726471	ftp.sra.ebi.ac.uk/vol1/srr/SRR172/001/SRR1726471		
PRJNA269201	SAMN03252486	SRS779873	SRX818650	SRR1726472	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/002/SRR1726472/SRR1726472.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/002/SRR1726472/SRR1726472.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/002/SRR1726472	ftp.sra.ebi.ac.uk/vol1/srr/SRR172/002/SRR1726472		
PRJNA269201	SAMN03252486	SRS779873	SRX818651	SRR1726473	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/003/SRR1726473/SRR1726473.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/003/SRR1726473/SRR1726473.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/003/SRR1726473	ftp.sra.ebi.ac.uk/vol1/srr/SRR172/003/SRR1726473		
PRJNA269201	SAMN03252486	SRS779873	SRX818652	SRR1726474	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/004/SRR1726474/SRR1726474.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/004/SRR1726474/SRR1726474.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/004/SRR1726474	ftp.sra.ebi.ac.uk/vol1/srr/SRR172/004/SRR1726474		
PRJNA269201	SAMN03252486	SRS779873	SRX818653	SRR1726475	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/005/SRR1726475/SRR1726475.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/005/SRR1726475/SRR1726475.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/005/SRR1726475	ftp.sra.ebi.ac.uk/vol1/srr/SRR172/005/SRR1726475		
PRJNA269201	SAMN03252486	SRS779873	SRX818654	SRR1726476	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/006/SRR1726476/SRR1726476.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/006/SRR1726476/SRR1726476.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/006/SRR1726476	ftp.sra.ebi.ac.uk/vol1/srr/SRR172/006/SRR1726476		
PRJNA269201	SAMN03252486	SRS779873	SRX818655	SRR1726477	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/007/SRR1726477/SRR1726477.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/007/SRR1726477/SRR1726477.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/007/SRR1726477	ftp.sra.ebi.ac.uk/vol1/srr/SRR172/007/SRR1726477		
PRJNA269201	SAMN03252486	SRS779873	SRX818656	SRR1726478	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/008/SRR1726478/SRR1726478.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/008/SRR1726478/SRR1726478.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/008/SRR1726478	ftp.sra.ebi.ac.uk/vol1/srr/SRR172/008/SRR1726478		
PRJNA269201	SAMN03252486	SRS779873	SRX818657	SRR1726479	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/009/SRR1726479/SRR1726479.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/009/SRR1726479/SRR1726479.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/009/SRR1726479	ftp.sra.ebi.ac.uk/vol1/srr/SRR172/009/SRR1726479		
PRJNA269201	SAMN03252486	SRS779873	SRX818658	SRR1726480	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/000/SRR1726480/SRR1726480.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/000/SRR1726480/SRR1726480.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/000/SRR1726480	ftp.sra.ebi.ac.uk/vol1/srr/SRR172/000/SRR1726480		
PRJNA269201	SAMN03252486	SRS779873	SRX818659	SRR1726481	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/001/SRR1726481/SRR1726481.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/001/SRR1726481/SRR1726481.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/001/SRR1726481	ftp.sra.ebi.ac.uk/vol1/srr/SRR172/001/SRR1726481		
PRJNA269201	SAMN03252486	SRS779873	SRX818660	SRR1726482	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/002/SRR1726482/SRR1726482.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/002/SRR1726482/SRR1726482.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/002/SRR1726482	ftp.sra.ebi.ac.uk/vol1/srr/SRR172/002/SRR1726482		
PRJNA269201	SAMN03252486	SRS779873	SRX818661	SRR1726483	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/003/SRR1726483/SRR1726483.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/003/SRR1726483/SRR1726483.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/003/SRR1726483	ftp.sra.ebi.ac.uk/vol1/srr/SRR172/003/SRR1726483		
PRJNA269201	SAMN03252486	SRS779873	SRX818662	SRR1726484	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/004/SRR1726484/SRR1726484.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/004/SRR1726484/SRR1726484.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/004/SRR1726484	ftp.sra.ebi.ac.uk/vol1/srr/SRR172/004/SRR1726484		
PRJNA269201	SAMN03252486	SRS779873	SRX818663	SRR1726485	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/005/SRR1726485/SRR1726485.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/005/SRR1726485/SRR1726485.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/005/SRR1726485	ftp.sra.ebi.ac.uk/vol1/srr/SRR172/005/SRR1726485		
PRJNA269201	SAMN03252486	SRS779873	SRX818664	SRR1726486	3880	Medicago truncatula	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/006/SRR1726486/SRR1726486.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/006/SRR1726486/SRR1726486.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/006/SRR1726486	ftp.sra.ebi.ac.uk/vol1/srr/SRR172/006/SRR1726486		
