secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	scientific_name	instrument_platform	library_layout	library_strategy	library_selection	experiment_title	study_alias	experiment_alias	run_alias	submitted_bytes	submitted_galaxy	sra_ftp	cram_index_ftp	cram_index_aspera	broker_name	sample_title
SRP050577	SAMN03252486	SRS779873	SRX818675	SRR1726497	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; skl-0 hour-biological replicate 1	PRJNA269201	C1-skl-T0	C1-skl-T0.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/007/SRR1726497				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818676	SRR1726498	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; skl-1 hour-biological replicate 1	PRJNA269201	C1-skl-T1	C1-skl-T1.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/008/SRR1726498				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818677	SRR1726499	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; skl-12 hour-biological replicate 1	PRJNA269201	C1-skl-T12	C1-skl-T12.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/009/SRR1726499				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818678	SRR1726500	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; skl-24 hour-biological replicate 1	PRJNA269201	C1-skl-T24	C1-skl-T24.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/000/SRR1726500				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818679	SRR1726501	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; skl-3 hour-biological replicate 1	PRJNA269201	C1-skl-T3	C1-skl-T3.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/001/SRR1726501				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818680	SRR1726502	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; skl-36 hour-biological replicate 1	PRJNA269201	C1-skl-T36	C1-skl-T36.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/002/SRR1726502				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818681	SRR1726503	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; skl-48 hour-biological replicate 1	PRJNA269201	C1-skl-T48	C1-skl-T48.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/003/SRR1726503				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818682	SRR1726504	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; skl-6 hour-biological replicate 1	PRJNA269201	C1-skl-T6	C1-skl-T6.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/004/SRR1726504				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818683	SRR1726505	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; A17-0.5 hour-biological replicate 2	PRJNA269201	C2-A17-T0.5	C2-A17-T0.5.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/005/SRR1726505				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818684	SRR1726506	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; A17-0 hour-biological replicate 2	PRJNA269201	C2-A17-T0	C2-A17-T0.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/006/SRR1726506				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818685	SRR1726507	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; A17-1 hour-biological replicate 2	PRJNA269201	C2-A17-T1	C2-A17-T1.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/007/SRR1726507				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818686	SRR1726508	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; A17-12 hour-biological replicate 2	PRJNA269201	C2-A17-T12	C2-A17-T12.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/008/SRR1726508				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818687	SRR1726509	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; A17-24 hour-biological replicate 2	PRJNA269201	C2-A17-T24	C2-A17-T24.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/009/SRR1726509				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818688	SRR1726510	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; A17-3 hour-biological replicate 2	PRJNA269201	C2-A17-T3	C2-A17-T3.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/000/SRR1726510				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818689	SRR1726511	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; A17-36 hour-biological replicate 2	PRJNA269201	C2-A17-T36	C2-A17-T36.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/001/SRR1726511				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818690	SRR1726512	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; A17-48 hour-biological replicate 2	PRJNA269201	C2-A17-T48	C2-A17-T48.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/002/SRR1726512				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818691	SRR1726513	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; A17-6 hour-biological replicate 2	PRJNA269201	C2-A17-T6	C2-A17-T6.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/003/SRR1726513				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818692	SRR1726514	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; lyk3-0.5 hour-biological replicate 2	PRJNA269201	C2-lyk3-T0.5	C2-lyk3-T0.5.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/004/SRR1726514				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818693	SRR1726515	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; lyk3-0 hour-biological replicate 2	PRJNA269201	C2-lyk3-T0	C2-lyk3-T0.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/005/SRR1726515				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818694	SRR1726516	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; lyk3-1 hour-biological replicate 2	PRJNA269201	C2-lyk3-T1	C2-lyk3-T1.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/006/SRR1726516				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818695	SRR1726517	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; lyk3-12 hour-biological replicate 2	PRJNA269201	C2-lyk3-T12	C2-lyk3-T12.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/007/SRR1726517				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818696	SRR1726518	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; lyk3-24 hour-biological replicate 2	PRJNA269201	C2-lyk3-T24	C2-lyk3-T24.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/008/SRR1726518				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818697	SRR1726519	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; lyk3-3 hour-biological replicate 2	PRJNA269201	C2-lyk3-T3	C2-lyk3-T3.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/009/SRR1726519				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818698	SRR1726520	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; lyk3-36 hour-biological replicate 2	PRJNA269201	C2-lyk3-T36	C2-lyk3-T36.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/000/SRR1726520				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818699	SRR1726521	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; lyk3-48 hour-biological replicate 2	PRJNA269201	C2-lyk3-T48	C2-lyk3-T48.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/001/SRR1726521				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818700	SRR1726522	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; lyk3-6 hour-biological replicate 2	PRJNA269201	C2-lyk3-T6	C2-lyk3-T6.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/002/SRR1726522				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818701	SRR1726523	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; nfp-0.5 hour-biological replicate 2	PRJNA269201	C2-nfp-T0.5	C2-nfp-T0.5.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/003/SRR1726523				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818702	SRR1726524	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; nfp-0 hour-biological replicate 2	PRJNA269201	C2-nfp-T0	C2-nfp-T0.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/004/SRR1726524				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818703	SRR1726525	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; nfp-1 hour-biological replicate 2	PRJNA269201	C2-nfp-T1	C2-nfp-T1.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/005/SRR1726525				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818704	SRR1726526	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; nfp-12 hour-biological replicate 2	PRJNA269201	C2-nfp-T12	C2-nfp-T12.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/006/SRR1726526				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818705	SRR1726527	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; nfp-24 hour-biological replicate 2	PRJNA269201	C2-nfp-T24	C2-nfp-T24.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/007/SRR1726527				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818706	SRR1726528	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; nfp-3 hour-biological replicate 2	PRJNA269201	C2-nfp-T3	C2-nfp-T3.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/008/SRR1726528				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818707	SRR1726529	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; nfp-36 hour-biological replicate 2	PRJNA269201	C2-nfp-T36	C2-nfp-T36.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/009/SRR1726529				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818708	SRR1726530	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; nfp-48 hour-biological replicate 2	PRJNA269201	C2-nfp-T48	C2-nfp-T48.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/000/SRR1726530				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818709	SRR1726531	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; nfp-6 hour-biological replicate 2	PRJNA269201	C2-nfp-T6	C2-nfp-T6.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/001/SRR1726531				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818710	SRR1726532	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; skl-0.5 hour-biological replicate 2	PRJNA269201	C2-skl-T0.5	C2-skl-T0.5.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/002/SRR1726532				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818711	SRR1726533	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; skl-0 hour-biological replicate 2	PRJNA269201	C2-skl-T0	C2-skl-T0.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/003/SRR1726533				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818712	SRR1726534	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; skl-1 hour-biological replicate 2	PRJNA269201	C2-skl-T1	C2-skl-T1.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/004/SRR1726534				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818713	SRR1726535	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; skl-12 hour-biological replicate 2	PRJNA269201	C2-skl-T12	C2-skl-T12.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/005/SRR1726535				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818714	SRR1726536	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; skl-24 hour-biological replicate 2	PRJNA269201	C2-skl-T24	C2-skl-T24.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/006/SRR1726536				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818715	SRR1726537	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; skl-3 hour-biological replicate 2	PRJNA269201	C2-skl-T3	C2-skl-T3.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/007/SRR1726537				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818716	SRR1726538	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; skl-36 hour-biological replicate 2	PRJNA269201	C2-skl-T36	C2-skl-T36.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/008/SRR1726538				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818717	SRR1726539	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; skl-48 hour-biological replicate 2	PRJNA269201	C2-skl-T48	C2-skl-T48.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/009/SRR1726539				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818718	SRR1726540	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; skl-6 hour-biological replicate 2	PRJNA269201	C2-skl-T6	C2-skl-T6.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/000/SRR1726540				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818719	SRR1726541	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; A17-0.5 hour-biological replicate 3	PRJNA269201	C4-A17-T0.5	C4-A17-T0.5.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/001/SRR1726541				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818720	SRR1726542	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; A17-0 hour-biological replicate 3	PRJNA269201	C4-A17-T0	C4-A17-T0.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/002/SRR1726542				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818721	SRR1726543	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; A17-1 hour-biological replicate 3	PRJNA269201	C4-A17-T1	C4-A17-T1.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/003/SRR1726543				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818722	SRR1726544	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; A17-12 hour-biological replicate 3	PRJNA269201	C4-A17-T12	C4-A17-T12.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/004/SRR1726544				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818723	SRR1726545	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; A17-24 hour-biological replicate 3	PRJNA269201	C4-A17-T24	C4-A17-T24.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/005/SRR1726545				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818724	SRR1726546	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; A17-3 hour-biological replicate 3	PRJNA269201	C4-A17-T3	C4-A17-T3.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/006/SRR1726546				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818725	SRR1726547	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; A17-36 hour-biological replicate 3	PRJNA269201	C4-A17-T36	C4-A17-T36.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/007/SRR1726547				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818726	SRR1726548	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; A17-48 hour-biological replicate 3	PRJNA269201	C4-A17-T48	C4-A17-T48.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/008/SRR1726548				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818727	SRR1726549	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; A17-6 hour-biological replicate 3	PRJNA269201	C4-A17-T6	C4-A17-T6.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/009/SRR1726549				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818728	SRR1726550	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; lyk3-0.5 hour-biological replicate 3	PRJNA269201	C4-lyk3-T0.5	C4-lyk3-T0.5.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/000/SRR1726550				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818729	SRR1726551	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; lyk3-0 hour-biological replicate 3	PRJNA269201	C4-lyk3-T0	C4-lyk3-T0.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/001/SRR1726551				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818730	SRR1726552	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; lyk3-1 hour-biological replicate 3	PRJNA269201	C4-lyk3-T1	C4-lyk3-T1.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/002/SRR1726552				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818731	SRR1726553	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; lyk3-12 hour-biological replicate 3	PRJNA269201	C4-lyk3-T12	C4-lyk3-T12.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/003/SRR1726553				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818732	SRR1726554	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; lyk3-24 hour-biological replicate 3	PRJNA269201	C4-lyk3-T24	C4-lyk3-T24.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/004/SRR1726554				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818733	SRR1726555	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; lyk3-3 hour-biological replicate 3	PRJNA269201	C4-lyk3-T3	C4-lyk3-T3.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/005/SRR1726555				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818734	SRR1726556	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; lyk3-36 hour-biological replicate 3	PRJNA269201	C4-lyk3-T36	C4-lyk3-T36.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/006/SRR1726556				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818735	SRR1726557	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; lyk3-48 hour-biological replicate 3	PRJNA269201	C4-lyk3-T48	C4-lyk3-T48.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/007/SRR1726557				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818736	SRR1726558	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; lyk3-6 hour-biological replicate 3	PRJNA269201	C4-lyk3-T6	C4-lyk3-T6.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/008/SRR1726558				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818737	SRR1726559	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; nfp-0.5 hour-biological replicate 3	PRJNA269201	C4-nfp-T0.5	C4-nfp-T0.5.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/009/SRR1726559				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818738	SRR1726560	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; nfp-0 hour-biological replicate 3	PRJNA269201	C4-nfp-T0	C4-nfp-T0.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/000/SRR1726560				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818739	SRR1726561	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; nfp-1 hour-biological replicate 3	PRJNA269201	C4-nfp-T1	C4-nfp-T1.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/001/SRR1726561				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818740	SRR1726562	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; nfp-12 hour-biological replicate 3	PRJNA269201	C4-nfp-T12	C4-nfp-T12.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/002/SRR1726562				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818741	SRR1726563	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; nfp-24 hour-biological replicate 3	PRJNA269201	C4-nfp-T24	C4-nfp-T24.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/003/SRR1726563				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818742	SRR1726564	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; nfp-3 hour-biological replicate 3	PRJNA269201	C4-nfp-T3	C4-nfp-T3.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/004/SRR1726564				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818743	SRR1726565	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; nfp-36 hour-biological replicate 3	PRJNA269201	C4-nfp-T36	C4-nfp-T36.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/005/SRR1726565				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818744	SRR1726566	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; nfp-48 hour-biological replicate 3	PRJNA269201	C4-nfp-T48	C4-nfp-T48.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/006/SRR1726566				Root sample from Medicago truncatula
SRP050577	SAMN03252486	SRS779873	SRX818745	SRR1726567	SRA209096	Medicago truncatula	ILLUMINA	SINGLE	RNA-Seq	cDNA	Illumina HiSeq 2000 sequencing; nfp-6 hour-biological replicate 3	PRJNA269201	C4-nfp-T6	C4-nfp-T6.fastq			ftp.sra.ebi.ac.uk/vol1/srr/SRR172/007/SRR1726567				Root sample from Medicago truncatula
